time_s,locked_position_m,locked_speed_mps,locked_slip,abs_position_m,abs_speed_mps,abs_slip,abs_estimated_mu
6.000000,134.563653,16.743893,0.940000,96.219229,8.100537,0.170800,0.220000
6.020000,134.897938,16.684563,0.940000,96.380818,8.058366,0.170800,0.220000
6.040000,135.231036,16.625232,0.940000,96.541564,8.016194,0.170800,0.220000
6.060000,135.562947,16.565901,0.940000,96.701466,7.974023,0.170800,0.220000
6.080000,135.893672,16.506570,0.940000,96.860525,7.931852,0.170800,0.220000
6.100000,136.223210,16.447239,0.940000,97.018740,7.889681,0.170800,0.220000
6.120000,136.551561,16.387908,0.940000,97.176112,7.847509,0.170800,0.220000
6.140000,136.878726,16.328577,0.940000,97.332640,7.805338,0.170800,0.220000
6.160000,137.204704,16.269246,0.940000,97.488325,7.763167,0.170800,0.220000
6.180000,137.529496,16.209916,0.940000,97.643167,7.720996,0.170800,0.220000
6.200000,137.853101,16.150585,0.940000,97.797165,7.678825,0.170800,0.220000
6.220000,138.175519,16.091254,0.940000,97.950320,7.636653,0.170800,0.220000
6.240000,138.496751,16.031923,0.940000,98.102631,7.594482,0.170800,0.220000
6.260000,138.816796,15.972592,0.940000,98.254099,7.552311,0.170800,0.220000
6.280000,139.135655,15.913261,0.940000,98.404724,7.510140,0.170800,0.220000
6.300000,139.453327,15.853930,0.940000,98.554505,7.467968,0.170800,0.220000
6.320000,139.769812,15.794599,0.940000,98.703442,7.425797,0.170800,0.220000
6.340000,140.085111,15.735269,0.940000,98.851537,7.383626,0.170800,0.220000
6.360000,140.399223,15.675938,0.940000,98.998787,7.341455,0.170800,0.220000
6.380000,140.712148,15.616607,0.940000,99.145195,7.299284,0.170800,0.220000
6.400000,141.023887,15.557276,0.940000,99.290759,7.257112,0.170800,0.220000
6.420000,141.334439,15.497945,0.940000,99.435479,7.214941,0.170800,0.220000
6.440000,141.643805,15.438614,0.940000,99.579356,7.172770,0.170800,0.220000
6.460000,141.951984,15.379283,0.940000,99.722390,7.130599,0.170800,0.220000
6.480000,142.258976,15.319952,0.940000,99.864580,7.088427,0.170800,0.220000
6.500000,142.564782,15.260621,0.940000,100.005927,7.046256,0.170800,0.220000
6.520000,142.869401,15.201291,0.940000,100.146431,7.004085,0.170800,0.220000
6.540000,143.172833,15.141960,0.940000,100.286091,6.961914,0.170800,0.220000
6.560000,143.475079,15.082629,0.940000,100.424907,6.919742,0.170800,0.220000
6.580000,143.776139,15.023298,0.940000,100.562880,6.877571,0.170800,0.220000
6.600000,144.076011,14.963967,0.940000,100.700010,6.835400,0.170800,0.220000
6.620000,144.374697,14.904636,0.940000,100.836296,6.793229,0.170800,0.220000
6.640000,144.672197,14.845305,0.940000,100.971739,6.751058,0.170800,0.220000
6.660000,144.968510,14.785974,0.940000,101.106339,6.708886,0.170800,0.220000
6.680000,145.263636,14.726644,0.940000,101.240095,6.666715,0.170800,0.220000
6.700000,145.557575,14.667313,0.940000,101.373007,6.624544,0.170800,0.220000
6.720000,145.850328,14.607982,0.940000,101.505076,6.582373,0.170800,0.220000
6.740000,146.141895,14.548651,0.940000,101.636302,6.540201,0.170800,0.220000
6.760000,146.432274,14.489320,0.940000,101.766684,6.498030,0.170800,0.220000
6.780000,146.721467,14.429989,0.940000,101.896223,6.455859,0.170800,0.220000
6.800000,147.009474,14.370658,0.940000,102.024919,6.413688,0.170800,0.220000
6.820000,147.296294,14.311327,0.940000,102.152771,6.371517,0.170800,0.220000
6.840000,147.581927,14.251997,0.940000,102.279779,6.329345,0.170800,0.220000
6.860000,147.866374,14.192666,0.940000,102.405945,6.287174,0.170800,0.220000
6.880000,148.149634,14.133335,0.940000,102.531266,6.245003,0.170800,0.220000
6.900000,148.431707,14.074004,0.940000,102.655745,6.202832,0.170800,0.220000
6.920000,148.712594,14.014673,0.940000,102.779380,6.160660,0.170800,0.220000
6.940000,148.992294,13.955342,0.940000,102.902171,6.118489,0.170800,0.220000
6.960000,149.270807,13.896011,0.940000,103.024119,6.076318,0.170800,0.220000
6.980000,149.548134,13.836680,0.940000,103.145224,6.034147,0.170800,0.220000
7.000000,149.824275,13.777349,0.940000,103.265485,5.991975,0.170800,0.220000
7.020000,150.099228,13.718019,0.940000,103.384903,5.949804,0.170800,0.220000
7.040000,150.372995,13.658688,0.940000,103.503477,5.907633,0.170800,0.220000
7.060000,150.645576,13.599357,0.940000,103.621208,5.865462,0.170800,0.220000
7.080000,150.916970,13.540026,0.940000,103.738096,5.823291,0.170800,0.220000
7.100000,151.187177,13.480695,0.940000,103.854140,5.781119,0.170800,0.220000
7.120000,151.456197,13.421364,0.940000,103.969341,5.738948,0.170800,0.220000
7.140000,151.724031,13.362033,0.940000,104.083698,5.696777,0.170800,0.220000
7.160000,151.990679,13.302702,0.940000,104.197212,5.654606,0.170800,0.220000
7.180000,152.256139,13.243372,0.940000,104.309882,5.612434,0.170800,0.220000
7.200000,152.520414,13.184041,0.940000,104.421709,5.570263,0.170800,0.220000
7.220000,152.783501,13.124710,0.940000,104.532693,5.528092,0.170800,0.220000
7.240000,153.045402,13.065379,0.940000,104.642833,5.485921,0.170800,0.220000
7.260000,153.306116,13.006048,0.940000,104.752129,5.443749,0.170800,0.220000
7.280000,153.565644,12.946717,0.940000,104.860583,5.401578,0.170800,0.220000
7.300000,153.823985,12.887386,0.940000,104.968193,5.359407,0.170800,0.220000
7.320000,154.081139,12.828055,0.940000,105.074959,5.317236,0.170800,0.220000
7.340000,154.337107,12.768725,0.940000,105.180882,5.275065,0.170800,0.220000
7.360000,154.591888,12.709394,0.940000,105.285962,5.232893,0.170800,0.220000
7.380000,154.845483,12.650063,0.940000,105.390198,5.190722,0.170800,0.220000
7.400000,155.097891,12.590732,0.940000,105.493590,5.148551,0.170800,0.220000
7.420000,155.349112,12.531401,0.940000,105.596140,5.106380,0.170800,0.220000
7.440000,155.599147,12.472070,0.940000,105.697846,5.064208,0.170800,0.220000
7.460000,155.847995,12.412739,0.940000,105.798708,5.022037,0.170800,0.220000
7.480000,156.095656,12.353408,0.940000,105.898727,4.979866,0.170800,0.220000
7.500000,156.342131,12.294077,0.940000,105.997903,4.937695,0.170800,0.220000
7.520000,156.587420,12.234747,0.940000,106.096235,4.895524,0.170800,0.220000
7.540000,156.831521,12.175416,0.940000,106.193724,4.853352,0.170800,0.220000
7.560000,157.074436,12.116085,0.940000,106.290369,4.811181,0.170800,0.220000
7.580000,157.316165,12.056754,0.940000,106.386171,4.769010,0.170800,0.220000
7.600000,157.556706,11.997423,0.940000,106.481129,4.726839,0.170800,0.220000
7.620000,157.796062,11.938092,0.940000,106.575244,4.684667,0.170800,0.220000
7.640000,158.034230,11.878761,0.940000,106.668516,4.642496,0.170800,0.220000
7.660000,158.271212,11.819430,0.940000,106.760944,4.600325,0.170800,0.220000
7.680000,158.507007,11.760100,0.940000,106.852529,4.558154,0.170800,0.220000
7.700000,158.741616,11.700769,0.940000,106.943270,4.515982,0.170800,0.220000
7.720000,158.975038,11.641438,0.940000,107.033168,4.473811,0.170800,0.220000
7.740000,159.207273,11.582107,0.940000,107.122223,4.431640,0.170800,0.220000
7.760000,159.438322,11.522776,0.940000,107.210434,4.389469,0.170800,0.220000
7.780000,159.668185,11.463445,0.940000,107.297802,4.347298,0.170800,0.220000
7.800000,159.896860,11.404114,0.940000,107.384326,4.305126,0.170800,0.220000
7.820000,160.124349,11.344783,0.940000,107.470007,4.262955,0.170800,0.220000
7.840000,160.350651,11.285453,0.940000,107.554844,4.220784,0.170800,0.220000
7.860000,160.575767,11.226122,0.940000,107.638838,4.178613,0.170800,0.220000
7.880000,160.799696,11.166791,0.940000,107.721989,4.136441,0.170800,0.220000
7.900000,161.022439,11.107460,0.940000,107.804296,4.094270,0.170800,0.220000
7.920000,161.243995,11.048129,0.940000,107.885759,4.052099,0.170800,0.220000
7.940000,161.464364,10.988798,0.940000,107.966380,4.009928,0.170800,0.220000
7.960000,161.683547,10.929467,0.940000,108.046156,3.967757,0.170800,0.220000
7.980000,161.901543,10.870136,0.940000,108.125090,3.925585,0.170800,0.220000
8.000000,162.118352,10.810805,0.940000,108.203180,3.883414,0.170800,0.220000
8.020000,162.333975,10.751475,0.940000,108.280426,3.841243,0.170800,0.220000
8.040000,162.548411,10.692144,0.940000,108.356830,3.799072,0.170800,0.220000
8.060000,162.761661,10.632813,0.940000,108.432389,3.756900,0.170800,0.220000
8.080000,162.973724,10.573482,0.940000,108.507106,3.714729,0.170800,0.220000
8.100000,163.184600,10.514151,0.940000,108.580978,3.672558,0.170800,0.220000
8.120000,163.394290,10.454820,0.940000,108.654008,3.630387,0.170800,0.220000
8.140000,163.602793,10.395489,0.940000,108.726194,3.588215,0.170800,0.220000
8.160000,163.810109,10.336158,0.940000,108.797537,3.546044,0.170800,0.220000
8.180000,164.016239,10.276828,0.940000,108.868036,3.503873,0.170800,0.220000
8.200000,164.221182,10.217497,0.940000,108.937691,3.461702,0.170800,0.220000
8.220000,164.424939,10.158166,0.940000,109.006504,3.419531,0.170800,0.220000
8.240000,164.627509,10.098835,0.940000,109.074473,3.377359,0.170800,0.220000
8.260000,164.828892,10.039504,0.940000,109.141598,3.335188,0.170800,0.220000
8.280000,165.029089,9.980173,0.940000,109.207880,3.293017,0.170800,0.220000
8.300000,165.228099,9.920842,0.940000,109.273319,3.250846,0.170800,0.220000
8.320000,165.425923,9.861511,0.940000,109.337914,3.208674,0.170800,0.220000
8.340000,165.622560,9.802181,0.940000,109.401666,3.166503,0.170800,0.220000
8.360000,165.818010,9.742850,0.940000,109.464574,3.124332,0.170800,0.220000
8.380000,166.012274,9.683519,0.940000,109.526639,3.082161,0.170800,0.220000
8.400000,166.205351,9.624188,0.940000,109.587861,3.039990,0.170800,0.220000
8.420000,166.397241,9.564857,0.940000,109.648239,2.997818,0.170800,0.220000
8.440000,166.587945,9.505526,0.940000,109.707773,2.955647,0.170800,0.220000
8.460000,166.777462,9.446195,0.940000,109.766465,2.913476,0.170800,0.220000
8.480000,166.965793,9.386864,0.940000,109.824312,2.871305,0.170800,0.220000
8.500000,167.152937,9.327533,0.940000,109.881317,2.829133,0.170800,0.220000
8.520000,167.338894,9.268203,0.940000,109.937478,2.786962,0.170800,0.220000
8.540000,167.523665,9.208872,0.940000,109.992795,2.744791,0.170800,0.220000
8.560000,167.707249,9.149541,0.940000,110.047269,2.702620,0.170800,0.220000
8.580000,167.889647,9.090210,0.940000,110.099920,2.562417,0.188800,0.310000
8.600000,168.070857,9.030879,0.940000,110.149760,2.421589,0.183616,0.383800
8.620000,168.250882,8.971548,0.940000,110.196781,2.280489,0.181361,0.444316
8.640000,168.429719,8.912217,0.940000,110.240979,2.139320,0.180789,0.493939
8.660000,168.607370,8.852886,0.940000,110.282353,1.998117,0.180505,0.534630
8.680000,168.783835,8.793556,0.940000,110.320903,1.856892,0.180323,0.567997
8.700000,168.959113,8.734225,0.940000,110.356629,1.715653,0.180207,0.595357
8.720000,169.133204,8.674894,0.940000,110.389529,1.574405,0.180132,0.617793
8.740000,169.306108,8.615563,0.940000,110.419605,1.433151,0.180085,0.636190
8.760000,169.477826,8.556232,0.940000,110.446855,1.291894,0.180054,0.651276
8.780000,169.648358,8.496901,0.940000,110.471280,1.150634,0.180035,0.663646
8.800000,169.817702,8.437570,0.940000,110.492880,1.009373,0.180022,0.673790
8.820000,169.985860,8.378239,0.940000,110.511655,0.868110,0.180014,0.682108
8.840000,170.152832,8.318909,0.940000,110.527605,0.726847,0.180009,0.688928
8.860000,170.318617,8.259578,0.940000,110.540729,0.585584,0.180006,0.694521
8.880000,170.483215,8.200247,0.940000,110.551028,0.444321,0.180004,0.699107
8.900000,170.646627,8.140916,0.940000,110.558502,0.303057,0.180002,0.702868
8.920000,170.808852,8.081585,0.940000,110.563151,0.161793,0.180002,0.705952
8.940000,170.969890,8.022254,0.940000,110.564974,0.020529,0.180001,0.708481
8.960000,171.129742,7.962923,0.940000,110.564974,0.000000,0.180001,0.708481
8.980000,171.288407,7.903592,0.940000,110.564974,0.000000,0.180001,0.708481
9.000000,171.445886,7.844261,0.940000,110.564974,0.000000,0.180001,0.708481
9.020000,171.602177,7.784931,0.940000,110.564974,0.000000,0.180001,0.708481
9.040000,171.757283,7.725600,0.940000,110.564974,0.000000,0.180001,0.708481
9.060000,171.911201,7.666269,0.940000,110.564974,0.000000,0.180001,0.708481
9.080000,172.063934,7.606938,0.940000,110.564974,0.000000,0.180001,0.708481
9.100000,172.215479,7.547607,0.940000,110.564974,0.000000,0.180001,0.708481
9.120000,172.365838,7.488276,0.940000,110.564974,0.000000,0.180001,0.708481
9.140000,172.515010,7.428945,0.940000,110.564974,0.000000,0.180001,0.708481
9.160000,172.662996,7.369614,0.940000,110.564974,0.000000,0.180001,0.708481
9.180000,172.809795,7.310284,0.940000,110.564974,0.000000,0.180001,0.708481
9.200000,172.955407,7.250953,0.940000,110.564974,0.000000,0.180001,0.708481
9.220000,173.099833,7.191622,0.940000,110.564974,0.000000,0.180001,0.708481
9.240000,173.243072,7.132291,0.940000,110.564974,0.000000,0.180001,0.708481
9.260000,173.385124,7.072960,0.940000,110.564974,0.000000,0.180001,0.708481
9.280000,173.525990,7.013629,0.940000,110.564974,0.000000,0.180001,0.708481
9.300000,173.665670,6.954298,0.940000,110.564974,0.000000,0.180001,0.708481
9.320000,173.804162,6.894967,0.940000,110.564974,0.000000,0.180001,0.708481
9.340000,173.941468,6.835637,0.940000,110.564974,0.000000,0.180001,0.708481
9.360000,174.077588,6.776306,0.940000,110.564974,0.000000,0.180001,0.708481
9.380000,174.212520,6.716975,0.940000,110.564974,0.000000,0.180001,0.708481
9.400000,174.346267,6.657644,0.940000,110.564974,0.000000,0.180001,0.708481
9.420000,174.478826,6.598313,0.940000,110.564974,0.000000,0.180001,0.708481
9.440000,174.610199,6.538982,0.940000,110.564974,0.000000,0.180001,0.708481
9.460000,174.740386,6.479651,0.940000,110.564974,0.000000,0.180001,0.708481
9.480000,174.869385,6.420320,0.940000,110.564974,0.000000,0.180001,0.708481
9.500000,174.997198,6.360989,0.940000,110.564974,0.000000,0.180001,0.708481
9.520000,175.123825,6.301659,0.940000,110.564974,0.000000,0.180001,0.708481
9.540000,175.249265,6.242328,0.940000,110.564974,0.000000,0.180001,0.708481
9.560000,175.373518,6.182997,0.940000,110.564974,0.000000,0.180001,0.708481
9.580000,175.496585,6.123666,0.940000,110.564974,0.000000,0.180001,0.708481
9.600000,175.618465,6.064335,0.940000,110.564974,0.000000,0.180001,0.708481
9.620000,175.739158,6.005004,0.940000,110.564974,0.000000,0.180001,0.708481
9.640000,175.858665,5.945673,0.940000,110.564974,0.000000,0.180001,0.708481
9.660000,175.976985,5.886342,0.940000,110.564974,0.000000,0.180001,0.708481
9.680000,176.094118,5.827012,0.940000,110.564974,0.000000,0.180001,0.708481
9.700000,176.210065,5.767681,0.940000,110.564974,0.000000,0.180001,0.708481
9.720000,176.324826,5.708350,0.940000,110.564974,0.000000,0.180001,0.708481
9.740000,176.438399,5.649019,0.940000,110.564974,0.000000,0.180001,0.708481
9.760000,176.550786,5.589688,0.940000,110.564974,0.000000,0.180001,0.708481
9.780000,176.661987,5.530357,0.940000,110.564974,0.000000,0.180001,0.708481
9.800000,176.772001,5.471026,0.940000,110.564974,0.000000,0.180001,0.708481
9.820000,176.880828,5.411695,0.940000,110.564974,0.000000,0.180001,0.708481
9.840000,176.988468,5.352365,0.940000,110.564974,0.000000,0.180001,0.708481
9.860000,177.094922,5.293034,0.940000,110.564974,0.000000,0.180001,0.708481
9.880000,177.200190,5.233703,0.940000,110.564974,0.000000,0.180001,0.708481
9.900000,177.304271,5.174372,0.940000,110.564974,0.000000,0.180001,0.708481
9.920000,177.407165,5.115041,0.940000,110.564974,0.000000,0.180001,0.708481
9.940000,177.508872,5.055710,0.940000,110.564974,0.000000,0.180001,0.708481
9.960000,177.609393,4.996379,0.940000,110.564974,0.000000,0.180001,0.708481
9.980000,177.708727,4.937048,0.940000,110.564974,0.000000,0.180001,0.708481
10.000000,177.806875,4.877717,0.940000,110.564974,0.000000,0.180001,0.708481
10.020000,177.903836,4.818387,0.940000,110.564974,0.000000,0.180001,0.708481
10.040000,177.999611,4.759056,0.940000,110.564974,0.000000,0.180001,0.708481
10.060000,178.094198,4.699725,0.940000,110.564974,0.000000,0.180001,0.708481
10.080000,178.187600,4.640394,0.940000,110.564974,0.000000,0.180001,0.708481
10.100000,178.279814,4.581063,0.940000,110.564974,0.000000,0.180001,0.708481
10.120000,178.370842,4.521732,0.940000,110.564974,0.000000,0.180001,0.708481
10.140000,178.460683,4.462401,0.940000,110.564974,0.000000,0.180001,0.708481
10.160000,178.549338,4.403070,0.940000,110.564974,0.000000,0.180001,0.708481
10.180000,178.636806,4.343740,0.940000,110.564974,0.000000,0.180001,0.708481
10.200000,178.723088,4.284409,0.940000,110.564974,0.000000,0.180001,0.708481
10.220000,178.808183,4.225078,0.940000,110.564974,0.000000,0.180001,0.708481
10.240000,178.892091,4.165747,0.940000,110.564974,0.000000,0.180001,0.708481
10.260000,178.974812,4.106416,0.940000,110.564974,0.000000,0.180001,0.708481
10.280000,179.056347,4.047085,0.940000,110.564974,0.000000,0.180001,0.708481
10.300000,179.136696,3.987754,0.940000,110.564974,0.000000,0.180001,0.708481
10.320000,179.215858,3.928423,0.940000,110.564974,0.000000,0.180001,0.708481
10.340000,179.293833,3.869093,0.940000,110.564974,0.000000,0.180001,0.708481
10.360000,179.370621,3.809762,0.940000,110.564974,0.000000,0.180001,0.708481
10.380000,179.446223,3.750431,0.940000,110.564974,0.000000,0.180001,0.708481
10.400000,179.520639,3.691100,0.940000,110.564974,0.000000,0.180001,0.708481
10.420000,179.593867,3.631769,0.940000,110.564974,0.000000,0.180001,0.708481
10.440000,179.665909,3.572438,0.940000,110.564974,0.000000,0.180001,0.708481
10.460000,179.736765,3.513107,0.940000,110.564974,0.000000,0.180001,0.708481
10.480000,179.806434,3.453776,0.940000,110.564974,0.000000,0.180001,0.708481
10.500000,179.874916,3.394445,0.940000,110.564974,0.000000,0.180001,0.708481
10.520000,179.942211,3.335115,0.940000,110.564974,0.000000,0.180001,0.708481
10.540000,180.008320,3.275784,0.940000,110.564974,0.000000,0.180001,0.708481
10.560000,180.073243,3.216453,0.940000,110.564974,0.000000,0.180001,0.708481
10.580000,180.136979,3.157122,0.940000,110.564974,0.000000,0.180001,0.708481
10.600000,180.199528,3.097791,0.940000,110.564974,0.000000,0.180001,0.708481
10.620000,180.260890,3.038460,0.940000,110.564974,0.000000,0.180001,0.708481
10.640000,180.321066,2.979129,0.940000,110.564974,0.000000,0.180001,0.708481
10.660000,180.380055,2.919798,0.940000,110.564974,0.000000,0.180001,0.708481
10.680000,180.437858,2.860468,0.940000,110.564974,0.000000,0.180001,0.708481
10.700000,180.494474,2.801137,0.940000,110.564974,0.000000,0.180001,0.708481
10.720000,180.549903,2.741806,0.940000,110.564974,0.000000,0.180001,0.708481
10.740000,180.604146,2.682475,0.940000,110.564974,0.000000,0.180001,0.708481
10.760000,180.657202,2.623144,0.940000,110.564974,0.000000,0.180001,0.708481
10.780000,180.709072,2.563813,0.940000,110.564974,0.000000,0.180001,0.708481
10.800000,180.759755,2.504482,0.940000,110.564974,0.000000,0.180001,0.708481
10.820000,180.809251,2.445151,0.940000,110.564974,0.000000,0.180001,0.708481
10.840000,180.857561,2.385821,0.940000,110.564974,0.000000,0.180001,0.708481
10.860000,180.904684,2.326490,0.940000,110.564974,0.000000,0.180001,0.708481
10.880000,180.950621,2.267159,0.940000,110.564974,0.000000,0.180001,0.708481
10.900000,180.995370,2.207828,0.940000,110.564974,0.000000,0.180001,0.708481
10.920000,181.038934,2.148497,0.940000,110.564974,0.000000,0.180001,0.708481
10.940000,181.081310,2.089166,0.940000,110.564974,0.000000,0.180001,0.708481
10.960000,181.122500,2.029835,0.940000,110.564974,0.000000,0.180001,0.708481
10.980000,181.162504,1.970504,0.940000,110.564974,0.000000,0.180001,0.708481
11.000000,181.201321,1.911173,0.940000,110.564974,0.000000,0.180001,0.708481
11.020000,181.238951,1.851843,0.940000,110.564974,0.000000,0.180001,0.708481
11.040000,181.275394,1.792512,0.940000,110.564974,0.000000,0.180001,0.708481
11.060000,181.310651,1.733181,0.940000,110.564974,0.000000,0.180001,0.708481
11.080000,181.344721,1.673850,0.940000,110.564974,0.000000,0.180001,0.708481
11.100000,181.377605,1.614519,0.940000,110.564974,0.000000,0.180001,0.708481
11.120000,181.409302,1.555188,0.940000,110.564974,0.000000,0.180001,0.708481
11.140000,181.439813,1.495857,0.940000,110.564974,0.000000,0.180001,0.708481
11.160000,181.469137,1.436526,0.940000,110.564974,0.000000,0.180001,0.708481
11.180000,181.497274,1.377196,0.940000,110.564974,0.000000,0.180001,0.708481
11.200000,181.524224,1.317865,0.940000,110.564974,0.000000,0.180001,0.708481
11.220000,181.549988,1.258534,0.940000,110.564974,0.000000,0.180001,0.708481
11.240000,181.574566,1.199203,0.940000,110.564974,0.000000,0.180001,0.708481
11.260000,181.597956,1.139872,0.940000,110.564974,0.000000,0.180001,0.708481
11.280000,181.620161,1.080541,0.940000,110.564974,0.000000,0.180001,0.708481
11.300000,181.641178,1.021210,0.940000,110.564974,0.000000,0.180001,0.708481
11.320000,181.661009,0.961879,0.940000,110.564974,0.000000,0.180001,0.708481
11.340000,181.679653,0.902549,0.940000,110.564974,0.000000,0.180001,0.708481
11.360000,181.697111,0.843218,0.940000,110.564974,0.000000,0.180001,0.708481
11.380000,181.713382,0.783887,0.940000,110.564974,0.000000,0.180001,0.708481
11.400000,181.728466,0.724556,0.940000,110.564974,0.000000,0.180001,0.708481
11.420000,181.742364,0.665225,0.940000,110.564974,0.000000,0.180001,0.708481
11.440000,181.755075,0.605894,0.940000,110.564974,0.000000,0.180001,0.708481
11.460000,181.766600,0.546563,0.940000,110.564974,0.000000,0.180001,0.708481
11.480000,181.776938,0.487232,0.940000,110.564974,0.000000,0.180001,0.708481
11.500000,181.786089,0.427901,0.940000,110.564974,0.000000,0.180001,0.708481
11.520000,181.794054,0.368571,0.940000,110.564974,0.000000,0.180001,0.708481
11.540000,181.800832,0.309240,0.940000,110.564974,0.000000,0.180001,0.708481
11.560000,181.806424,0.249909,0.940000,110.564974,0.000000,0.180001,0.708481
11.580000,181.810828,0.190578,0.940000,110.564974,0.000000,0.180001,0.708481
11.600000,181.814047,0.131247,0.940000,110.564974,0.000000,0.180001,0.708481
11.620000,181.816078,0.071916,0.940000,110.564974,0.000000,0.180001,0.708481
11.640000,181.816923,0.012585,0.940000,110.564974,0.000000,0.180001,0.708481
11.660000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.680000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.700000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.720000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.740000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.760000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.780000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.800000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.820000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.840000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.860000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.880000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.900000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.920000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.940000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.960000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
11.980000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
12.000000,181.816923,0.000000,0.940000,110.564974,0.000000,0.180001,0.708481
